blink_rate,gaze_score,head_deviation,focus_label,gaze_score
82.66,100.0,28.7,0,
33.45,100.0,2.0,3,
23.21,100.0,6.5,2,
17.35,100.0,2.9,4,
17.97,100.0,8.2,1,
16.46,100.0,4.2,2,
11.87,100.0,5.5,4,
10.92,100.0,8.0,3,
10.93,100.0,4.5,2,
0.0,0.0,0.0,0,
10.24,100.0,48.7,0,
9.92,100.0,6.2,0,
11.66,100.0,4.2,1,
2.45,100.0,11.1,0,
0.68,100.0,4.1,3,
0.59,100.0,4.4,3,
3.38,100.0,22.2,1,
3.2,100.0,16.8,3,
2.82,100.0,9.8,4,
2.6,100.0,0.6,3,
5.38,100.0,9.2,1,
17.83,100.0,11.5,0,
27.83,100.0,2.2,0,
42.64,100.0,2.1,0,
45.33,100.0,24.2,0,
41.34,100.0,10.7,1,
39.01,100.0,10.6,2,
34.68,100.0,4.0,2,
29.02,100.0,28.4,0,
11.15,100.0,0.6,3,
8.66,100.0,21.6,0,
5.47,100.0,12.5,1,
0.0,,1.4,3,100.0
0.0,,0.9,3,100.0
0.0,,0.5,3,100.0
0.0,,0.2,3,100.0
0.0,,0.2,3,100.0
0.0,,0.2,3,100.0
0.0,,0.9,3,100.0
0.0,,0.6,3,100.0
0.0,,0.6,3,100.0
0.0,,0.7,3,100.0
0.0,,0.1,3,100.0
0.0,,2.1,3,100.0
0.0,,0.5,3,100.0
0.0,,0.9,3,100.0
0.0,,0.3,3,100.0
0.0,,1.1,3,100.0
0.0,,0.6,3,100.0
0.0,,0.5,3,100.0
0.0,,0.7,3,100.0
0.0,,0.5,3,100.0
0.0,,0.2,3,100.0
0.0,,0.5,3,100.0
0.0,,0.1,3,100.0
0.0,,0.6,3,100.0
0.0,,1.0,3,100.0
0.0,,1.4,3,100.0
0.0,,0.6,3,100.0
0.0,,1.7,3,100.0
0.0,,0.1,3,100.0
0.0,,1.2,3,100.0
0.0,,0.1,3,100.0
0.0,,0.4,3,100.0
0.0,,0.0,3,100.0
0.0,,0.2,3,100.0
0.0,,0.0,3,100.0
0.0,,0.2,3,100.0
0.0,,1.4,3,100.0
0.0,,0.0,3,100.0
0.0,,0.3,3,100.0
0.0,,0.4,3,100.0
0.0,,0.4,3,100.0
0.0,,0.7,3,100.0
0.0,,0.1,3,100.0
0.0,,0.6,3,100.0
0.0,,1.4,3,100.0
0.0,,0.1,3,100.0
0.0,,0.3,3,100.0
0.0,,1.1,3,100.0
0.0,,0.1,3,100.0
0.0,,1.5,3,100.0
0.0,,0.5,3,100.0
0.0,,0.4,3,100.0
0.0,,1.1,3,100.0
0.0,,0.8,3,100.0
0.0,,1.1,3,100.0
0.0,,1.0,3,100.0
0.0,,0.7,3,100.0
0.0,,0.2,3,100.0
0.0,,0.2,3,100.0
0.0,,0.5,3,100.0
0.0,,0.2,3,100.0
0.0,,1.5,3,100.0
0.0,,1.7,3,100.0
0.0,,0.4,3,100.0
0.0,,0.2,3,100.0
0.0,,0.2,3,100.0
0.0,,0.1,3,100.0
0.0,,0.7,3,100.0
0.0,,0.2,3,100.0
0.0,,0.4,3,100.0
0.0,,0.4,3,100.0
0.0,,1.0,3,100.0
0.0,,0.4,3,100.0
0.0,,0.6,3,100.0
0.0,,1.5,3,100.0
0.0,,1.2,3,100.0
0.0,,0.3,3,100.0
0.0,,0.7,3,100.0
0.0,,0.4,3,100.0
0.0,,0.8,3,100.0
0.0,,0.4,3,100.0
0.0,,0.9,3,100.0
0.0,,0.4,3,100.0
0.0,,0.5,3,100.0
0.0,,0.7,3,100.0
0.0,,0.7,3,100.0
0.0,,0.1,3,100.0
0.0,,0.5,3,100.0
0.0,,0.2,3,100.0
0.0,,0.5,3,100.0
0.0,,1.4,3,100.0
0.0,,0.2,3,100.0
0.0,,0.4,3,100.0
0.0,,0.5,3,100.0
0.0,,0.5,3,100.0
0.0,,0.4,3,100.0
0.0,,0.6,3,100.0
0.0,,0.3,3,100.0
0.0,,0.3,3,100.0
0.0,,0.2,3,100.0
0.0,,0.0,3,100.0
0.0,,0.9,3,100.0
0.0,,0.7,3,100.0
0.0,,0.6,3,100.0
0.0,,0.1,3,100.0
0.0,,0.2,3,100.0
0.0,,0.5,3,100.0
0.0,,0.5,3,100.0
0.0,,0.5,3,100.0
0.0,,0.6,3,100.0
0.0,,1.9,3,100.0
0.0,,0.1,3,100.0
0.0,,1.0,3,100.0
0.0,,0.3,3,100.0
0.0,,0.6,3,100.0
0.0,,0.7,3,100.0
0.0,,0.1,3,100.0
0.0,,0.3,3,100.0
0.0,,0.7,3,100.0
0.0,,0.4,3,100.0
0.0,,0.4,3,100.0
0.0,,0.6,3,100.0
0.0,,0.1,3,100.0
0.0,,0.6,3,100.0
0.0,,0.2,3,100.0
0.0,,0.4,3,100.0
0.0,,0.5,3,100.0
0.0,,0.0,3,100.0
0.0,,0.3,3,100.0
0.0,,0.9,3,100.0
0.0,,0.2,3,100.0
0.0,,0.0,3,100.0
0.0,,1.2,3,100.0
0.0,,0.0,3,100.0
0.0,,0.1,3,100.0
0.0,,0.9,3,100.0
0.0,,0.5,3,100.0
0.0,,0.1,3,100.0
0.0,,0.1,3,100.0
0.0,,0.5,3,100.0
0.0,,0.0,3,100.0
0.0,,0.2,3,100.0
0.0,,0.8,3,100.0
0.0,,1.2,3,100.0
0.0,,0.1,3,100.0
0.0,,0.6,3,100.0
0.0,,0.4,3,100.0
0.0,,0.0,3,100.0
0.0,,0.3,3,100.0
0.0,,0.4,3,100.0
0.0,,0.5,3,100.0
0.0,,0.5,3,100.0
0.0,,0.2,3,100.0
0.0,,0.4,3,100.0
0.0,,0.7,3,100.0
0.0,,1.4,3,100.0
0.0,,0.4,3,100.0
0.0,,1.2,3,100.0
0.0,,0.4,3,100.0
0.0,,0.1,3,100.0
0.0,,0.3,3,100.0
0.0,,0.0,3,100.0
0.0,,0.2,3,100.0
0.0,,0.5,3,100.0
0.0,,0.3,3,100.0
0.0,,0.9,3,100.0
0.0,,0.2,3,100.0
0.0,,0.7,3,100.0
0.0,,0.1,3,100.0
0.0,,0.1,3,100.0
0.0,,0.1,3,100.0
0.0,,0.2,3,100.0
0.0,,0.7,3,100.0
0.0,,0.6,3,100.0
0.0,,0.5,3,100.0
0.0,,1.0,3,100.0
0.0,,0.4,3,100.0
0.0,,0.6,3,100.0
0.0,,0.0,3,100.0
0.0,,0.5,3,100.0
0.0,,1.3,3,100.0
0.0,,0.1,3,100.0
0.0,,0.1,3,100.0
0.0,,0.0,3,100.0
0.0,,1.1,3,100.0
0.0,,0.1,3,100.0
0.0,,0.1,3,100.0
0.0,,0.0,3,100.0
0.0,,0.0,3,100.0
0.0,,1.0,3,100.0
0.0,,0.8,3,100.0
0.0,,0.7,3,100.0
0.0,,0.0,3,100.0
0.0,,0.1,3,100.0
0.0,,0.8,3,100.0
0.0,,1.0,3,100.0
0.0,,0.1,3,100.0
0.0,,0.4,3,100.0
0.0,,0.6,3,100.0
0.0,,0.3,3,100.0
0.0,,1.0,3,100.0
0.0,,1.1,3,100.0
0.0,,1.0,3,100.0
0.0,,1.9,3,100.0
0.0,,0.3,3,100.0
4.68,,0.5,3,100.0
4.66,,0.7,3,100.0
4.63,,0.4,3,100.0
4.61,,0.3,3,100.0
4.59,,0.4,3,100.0
4.57,,0.2,3,100.0
4.55,,0.6,3,100.0
4.53,,0.8,3,100.0
4.51,,1.4,3,100.0
4.49,,0.1,3,100.0
4.47,,1.7,3,100.0
4.45,,0.1,3,100.0
4.43,,0.4,3,100.0
4.41,,0.5,3,100.0
4.39,,1.0,3,100.0
8.74,,1.9,3,100.0
8.7,,1.1,3,100.0
8.67,,1.3,3,100.0
8.63,,0.1,3,100.0
8.59,,0.3,3,100.0
8.56,,0.1,3,100.0
8.52,,1.1,3,100.0
8.48,,0.6,3,100.0
8.45,,0.2,3,100.0
8.41,,0.2,3,100.0
8.38,,0.1,3,100.0
8.34,,0.3,3,100.0
8.31,,0.4,3,100.0
8.27,,0.1,3,100.0
8.24,,0.0,3,100.0
8.21,,0.2,3,100.0
8.17,,0.7,3,100.0
8.14,,0.4,3,100.0
8.11,,0.2,3,100.0
8.07,,0.0,3,100.0
8.04,,0.9,3,100.0
8.01,,1.0,3,100.0
7.98,,0.8,3,100.0
7.94,,0.4,3,100.0
7.91,,1.0,3,100.0
7.88,,0.1,3,100.0
7.85,,0.3,3,100.0
7.82,,0.6,3,100.0
7.79,,0.1,3,100.0
7.76,,0.1,3,100.0
7.73,,0.7,3,100.0
7.7,,0.3,3,100.0
7.67,,0.9,3,100.0
7.64,,0.1,3,100.0
7.61,,1.0,3,100.0
7.58,,0.9,3,100.0
7.55,,0.7,3,100.0
7.53,,1.6,3,100.0
7.5,,0.8,3,100.0
7.47,,1.9,3,100.0
7.44,,2.2,3,100.0
7.41,,2.4,3,100.0
7.39,,3.5,3,100.0
7.36,,2.6,3,100.0
11.0,,4.0,3,100.0
10.96,,3.4,3,100.0
10.92,,3.1,3,100.0
10.88,,3.3,3,100.0
10.84,,2.9,3,100.0
10.8,,2.8,3,100.0
10.76,,3.4,3,100.0
0.0,,9.5,3,100.0
0.0,,8.7,3,100.0
0.0,,8.9,3,100.0
0.0,,7.7,3,100.0
0.0,,6.3,3,100.0
0.0,,5.7,3,100.0
0.0,,4.6,3,100.0
0.0,,4.5,3,100.0
0.0,,3.9,3,100.0
0.0,,2.8,3,100.0
0.0,,2.8,3,100.0
0.0,,2.3,3,100.0
0.0,,2.2,3,100.0
0.0,,1.9,3,100.0
0.0,,2.0,3,100.0
0.0,,0.1,3,100.0
0.0,,0.2,3,100.0
0.0,,0.8,3,100.0
0.0,,0.0,3,100.0
0.0,,0.3,3,100.0
0.0,,0.5,3,100.0
0.0,,0.2,3,100.0
0.0,,0.4,3,100.0
0.0,,0.1,3,100.0
0.0,,0.9,3,100.0
0.0,,1.7,3,100.0
0.0,,1.1,3,100.0
0.0,,0.7,3,100.0
0.0,,0.4,3,100.0
0.0,,1.3,3,100.0
0.0,,0.8,3,100.0
0.0,,0.1,3,100.0
0.0,,0.6,3,100.0
0.0,,1.7,3,100.0
0.0,,5.3,3,100.0
0.0,,7.5,3,100.0
0.0,,9.0,3,100.0
0.0,,9.8,3,100.0
0.0,,11.3,3,100.0
0.0,,10.7,3,100.0
0.0,,10.9,3,100.0
0.0,,10.2,3,100.0
0.0,,8.5,3,100.0
0.0,,9.3,3,100.0
0.0,,7.6,3,100.0
0.0,,8.5,3,100.0
0.0,,8.5,3,100.0
0.0,,10.4,3,100.0
0.0,,9.4,3,100.0
0.0,,8.9,3,100.0
0.0,,8.2,3,100.0
0.0,,9.6,3,100.0
16.43,,10.0,3,100.0
16.16,,9.8,3,100.0
15.9,,9.0,3,100.0
15.65,,8.7,3,100.0
15.42,,8.5,3,100.0
15.18,,9.9,3,100.0
14.95,,9.1,3,100.0
14.73,,10.7,3,100.0
14.52,,10.4,3,100.0
14.29,,10.7,3,100.0
14.11,,11.0,3,100.0
13.91,,10.5,3,100.0
13.72,,10.1,3,100.0
13.53,,10.1,3,100.0
13.36,,9.2,3,100.0
13.17,,9.8,3,100.0
13.01,,8.6,3,100.0
12.84,,8.1,3,100.0
12.68,,6.7,3,100.0
12.52,,7.5,3,100.0
12.36,,9.3,3,100.0
12.21,,10.0,3,100.0
12.07,,11.4,3,100.0
11.92,,11.3,3,100.0
11.78,,12.4,3,100.0
11.64,,12.1,3,100.0
11.51,,12.5,3,100.0
11.38,,12.8,3,100.0
11.25,,10.9,3,100.0
11.13,,10.8,3,100.0
11.0,,10.4,3,100.0
10.88,,9.9,3,100.0
10.77,,9.6,3,100.0
10.65,,8.5,3,100.0
21.08,,8.8,3,100.0
20.86,,9.8,3,100.0
20.65,,9.9,3,100.0
20.44,,10.9,3,100.0
20.23,,11.5,3,100.0
30.04,,11.8,3,100.0
29.74,,11.4,3,100.0
29.45,,11.1,3,100.0
29.16,,10.2,3,100.0
38.5,,10.4,3,100.0
38.14,,11.2,3,100.0
37.78,,10.9,3,100.0
37.43,,10.9,3,100.0
37.07,,10.5,3,100.0
36.74,,10.5,3,100.0
36.41,,10.3,3,100.0
36.08,,11.5,3,100.0
35.75,,10.3,3,100.0
35.44,,10.1,3,100.0
35.12,,9.6,3,100.0
34.84,,8.2,3,100.0
34.54,,8.8,3,100.0
34.25,,8.0,3,100.0
33.95,,8.3,3,100.0
33.67,,7.7,3,100.0
33.39,,8.0,3,100.0
33.11,,8.0,3,100.0
32.84,,8.5,3,100.0
40.71,,7.1,3,100.0
40.39,,7.3,3,100.0
40.06,,7.1,3,100.0
39.74,,6.5,3,100.0
47.27,,8.1,3,100.0
46.95,,8.9,3,100.0
54.35,,8.3,3,100.0
53.93,,8.6,3,100.0
53.52,,8.2,3,100.0
60.69,,8.2,3,100.0
60.24,,7.7,3,100.0
59.79,,6.4,3,100.0
59.32,,8.4,3,100.0
66.27,,6.9,3,100.0
65.79,,7.8,3,100.0
65.31,,8.0,3,100.0
64.84,,7.3,3,100.0
64.38,,7.2,3,100.0
63.92,,7.6,3,100.0
63.46,,8.3,3,100.0
63.02,,8.1,3,100.0
62.59,,8.8,3,100.0
62.15,,8.4,3,100.0
61.72,,8.9,3,100.0
61.31,,9.6,3,100.0
60.89,,8.2,3,100.0
60.48,,8.3,3,100.0
60.08,,9.8,3,100.0
59.68,,9.7,3,100.0
59.29,,9.2,3,100.0
58.9,,9.9,3,100.0
58.51,,9.7,3,100.0
58.13,,8.8,3,100.0
57.76,,7.9,3,100.0
57.4,,8.5,3,100.0
57.03,,9.3,3,100.0
56.68,,8.5,3,100.0
62.58,,8.8,3,100.0
62.18,,8.9,3,100.0
61.8,,8.1,3,100.0
61.42,,7.6,3,100.0
61.05,,9.1,3,100.0
60.68,,8.2,3,100.0
60.31,,8.6,3,100.0
59.95,,8.6,3,100.0
59.59,,8.7,3,100.0
59.2,,10.2,3,100.0
58.89,,9.9,3,100.0
58.54,,10.0,3,100.0
58.2,,8.7,3,100.0
57.87,,9.4,3,100.0
57.53,,10.2,3,100.0
57.21,,9.7,3,100.0
56.84,,9.3,3,100.0
56.56,,10.0,3,100.0
56.24,,10.1,3,100.0
55.93,,8.8,3,100.0
55.62,,8.3,3,100.0
55.3,,8.6,3,100.0
55.01,,8.7,3,100.0
54.7,,7.7,3,100.0
54.4,,8.5,3,100.0
54.1,,7.1,3,100.0
53.81,,6.6,3,100.0
53.53,,6.4,3,100.0
53.24,,5.2,3,100.0
52.97,,6.1,3,100.0
52.69,,4.5,3,100.0
52.41,,2.3,3,100.0
52.14,,1.2,3,100.0
51.86,,0.2,3,100.0
51.6,,3.9,3,100.0
51.33,,2.8,3,100.0
51.07,,3.9,3,100.0
50.81,,4.3,3,100.0
50.55,,3.2,3,100.0
50.3,,4.2,3,100.0
50.05,,3.0,3,100.0
49.8,,3.5,3,100.0
49.55,,3.1,3,100.0
49.31,,1.5,3,100.0
49.07,,1.1,3,100.0
48.83,,1.2,3,100.0
48.58,,1.1,3,100.0
48.36,,2.1,3,100.0
48.12,,0.9,3,100.0
47.89,,0.3,3,100.0
47.66,,1.8,3,100.0
47.44,,2.1,3,100.0
47.21,,1.6,3,100.0
46.99,,2.2,3,100.0
46.77,,0.0,3,100.0
46.55,,1.1,3,100.0
46.34,,3.0,3,100.0
46.12,,5.6,3,100.0
45.91,,7.2,3,100.0
45.7,,11.0,3,100.0
45.5,,11.3,3,100.0
45.29,,12.8,3,100.0
45.08,,14.7,3,100.0
44.88,,16.3,3,100.0
44.67,,15.9,3,100.0
44.48,,15.6,3,100.0
44.28,,16.1,3,100.0
44.09,,16.1,3,100.0
43.9,,14.4,3,100.0
43.71,,15.5,3,100.0
43.52,,14.9,3,100.0
43.34,,14.5,3,100.0
43.14,,16.9,3,100.0
42.97,,14.7,3,100.0
42.78,,15.9,3,100.0
42.6,,15.4,3,100.0
42.42,,16.4,3,100.0
42.24,,15.0,3,100.0
46.27,,14.9,3,100.0
46.08,,14.1,3,100.0
45.88,,12.6,3,100.0
45.69,,13.1,3,100.0
45.5,,12.6,3,100.0
45.32,,13.4,3,100.0
45.13,,12.8,3,100.0
44.94,,13.5,3,100.0
44.76,,13.5,3,100.0
44.58,,13.3,3,100.0
44.4,,12.7,3,100.0
44.22,,12.8,3,100.0
44.05,,12.1,3,100.0
43.87,,12.9,3,100.0
43.7,,13.1,3,100.0
43.52,,12.9,3,100.0
43.35,,11.6,3,100.0
43.18,,12.9,3,100.0
43.01,,11.7,3,100.0
42.85,,10.8,3,100.0
42.68,,11.3,3,100.0
42.52,,10.1,3,100.0
42.35,,10.4,3,100.0
42.19,,9.2,3,100.0
42.03,,8.0,3,100.0
41.87,,8.9,3,100.0
41.71,,5.9,3,100.0
41.55,,4.3,3,100.0
41.39,,3.1,3,100.0
41.24,,2.1,3,100.0
41.09,,0.3,3,100.0
40.93,,1.3,3,100.0
40.78,,0.6,3,100.0
40.62,,1.0,3,100.0
40.48,,0.9,3,100.0
40.33,,2.1,3,100.0
40.18,,1.7,3,100.0
40.04,,2.1,3,100.0
39.89,,3.3,3,100.0
39.75,,1.8,3,100.0
39.61,,2.7,3,100.0
39.46,,3.9,3,100.0
39.32,,5.0,3,100.0
39.18,,5.7,3,100.0
39.04,,5.9,3,100.0
38.9,,7.1,3,100.0
38.77,,8.4,3,100.0
38.63,,8.9,3,100.0
38.5,,9.2,3,100.0
38.36,,11.2,3,100.0
38.22,,10.2,3,100.0
38.1,,11.7,3,100.0
37.96,,10.4,3,100.0
37.83,,10.2,3,100.0
37.7,,8.6,3,100.0
37.57,,8.0,3,100.0
37.45,,6.3,3,100.0
37.32,,4.6,3,100.0
37.19,,4.7,3,100.0
37.07,,2.5,3,100.0
36.94,,0.2,3,100.0
36.82,,0.6,3,100.0
36.7,,0.9,3,100.0
36.57,,0.6,3,100.0
36.45,,3.5,3,100.0
36.33,,5.3,3,100.0
36.22,,4.9,3,100.0
36.1,,6.4,3,100.0
35.98,,6.1,3,100.0
35.86,,6.5,3,100.0
35.74,,6.3,3,100.0
35.63,,6.8,3,100.0
35.51,,5.8,3,100.0
35.4,,4.7,3,100.0
35.29,,4.3,3,100.0
35.17,,2.5,3,100.0
35.06,,0.4,3,100.0
34.95,,4.7,3,100.0
34.84,,4.1,3,100.0
34.73,,7.3,3,100.0
34.62,,6.4,3,100.0
34.49,,5.5,3,100.0
34.4,,4.7,3,100.0
34.29,,2.9,3,100.0
34.19,,4.1,3,100.0
34.08,,3.3,3,100.0
33.98,,4.4,3,100.0
33.87,,4.5,3,100.0
33.77,,6.9,3,100.0
33.67,,3.2,3,100.0
33.56,,7.0,3,100.0
33.46,,9.2,3,100.0
33.36,,8.5,3,100.0
33.25,,5.7,3,100.0
33.16,,6.2,3,100.0
33.06,,6.7,3,100.0
32.96,,6.4,3,100.0
32.86,,6.4,3,100.0
32.76,,6.4,3,100.0
32.67,,6.6,3,100.0
32.57,,7.7,3,100.0
32.47,,7.6,3,100.0
32.38,,6.9,3,100.0
32.28,,6.5,3,100.0
32.19,,6.1,3,100.0
32.09,,6.0,3,100.0
32.0,,5.3,3,100.0
31.91,,4.9,3,100.0
31.82,,3.2,3,100.0
31.73,,3.5,3,100.0
31.64,,2.6,3,100.0
31.54,,3.0,3,100.0
31.46,,2.8,3,100.0
31.37,,2.1,3,100.0
31.28,,4.3,3,100.0
31.19,,4.2,3,100.0
31.1,,5.3,3,100.0
31.01,,5.8,3,100.0
30.93,,5.4,3,100.0
30.84,,5.3,3,100.0
30.75,,4.5,3,100.0
30.67,,3.7,3,100.0
30.58,,4.9,3,100.0
30.5,,3.1,3,100.0
30.41,,4.7,3,100.0
30.33,,4.9,3,100.0
30.25,,3.7,3,100.0
30.16,,4.1,3,100.0
30.08,,4.1,3,100.0
30.0,,4.5,3,100.0
29.92,,4.3,3,100.0
29.84,,4.4,3,100.0
29.76,,4.5,3,100.0
29.67,,4.7,3,100.0
29.6,,4.9,3,100.0
29.52,,6.0,3,100.0
29.44,,6.0,3,100.0
29.36,,5.1,3,100.0
29.28,,6.5,3,100.0
29.2,,5.7,3,100.0
29.12,,6.5,3,100.0
29.05,,6.6,3,100.0
28.97,,7.1,3,100.0
28.9,,5.3,3,100.0
28.82,,6.8,3,100.0
28.74,,7.2,3,100.0
28.67,,7.0,3,100.0
28.6,,5.6,3,100.0
28.52,,5.9,3,100.0
28.45,,6.0,3,100.0
28.37,,5.6,3,100.0
28.3,,5.9,3,100.0
28.23,,6.3,3,100.0
28.16,,5.1,3,100.0
28.08,,6.9,3,100.0
28.01,,6.7,3,100.0
27.94,,5.3,3,100.0
27.87,,5.9,3,100.0
27.8,,5.2,3,100.0
30.25,,6.0,3,100.0
30.18,,5.4,3,100.0
30.1,,6.0,3,100.0
30.02,,5.5,3,100.0
29.95,,5.4,3,100.0
29.88,,6.7,3,100.0
29.8,,6.7,3,100.0
29.73,,6.3,3,100.0
29.65,,6.5,3,100.0
29.58,,6.4,3,100.0
29.51,,6.0,3,100.0
29.44,,5.4,3,100.0
29.36,,5.3,3,100.0
29.29,,5.1,3,100.0
29.22,,4.6,3,100.0
31.58,,6.8,3,100.0
31.5,,4.7,3,100.0
31.43,,6.2,3,100.0
31.35,,5.4,3,100.0
31.27,,5.9,3,100.0
31.2,,5.0,3,100.0
0.0,,0.4,4,100.0
0.0,,2.2,4,100.0
0.0,,1.1,4,100.0
0.0,,1.8,4,100.0
0.0,,0.8,4,100.0
0.0,,1.6,4,100.0
0.0,,0.7,4,100.0
0.0,,0.8,4,100.0
0.0,,1.0,4,100.0
0.0,,0.9,4,100.0
0.0,,0.2,4,100.0
0.0,,0.9,4,100.0
0.0,,1.3,4,100.0
0.0,,0.3,4,100.0
0.0,,0.1,4,100.0
0.0,,1.0,4,100.0
0.0,,0.9,4,100.0
0.0,,0.4,4,100.0
0.0,,1.6,4,100.0
0.0,,0.2,4,100.0
0.0,,0.5,4,100.0
0.0,,0.6,4,100.0
0.0,,0.6,4,100.0
0.0,,0.3,4,100.0
0.0,,1.1,4,100.0
0.0,,0.7,4,100.0
0.0,,0.2,4,100.0
0.0,,0.2,4,100.0
0.0,,0.8,4,100.0
0.0,,0.3,4,100.0
0.0,,0.1,4,100.0
0.0,,0.3,4,100.0
0.0,,0.2,4,100.0
0.0,,0.2,4,100.0
0.0,,1.4,4,100.0
0.0,,1.0,4,100.0
0.0,,0.1,4,100.0
0.0,,1.2,4,100.0
0.0,,0.6,4,100.0
0.0,,1.5,4,100.0
0.0,,1.2,4,100.0
0.0,,1.5,4,100.0
0.0,,0.2,4,100.0
0.0,,0.5,4,100.0
0.0,,0.9,4,100.0
0.0,,0.2,4,100.0
0.0,,0.2,4,100.0
0.0,,0.4,4,100.0
0.0,,1.4,4,100.0
0.0,,0.5,4,100.0
0.0,,0.3,4,100.0
0.0,,0.9,4,100.0
0.0,,0.7,4,100.0
0.0,,1.6,4,100.0
0.0,,0.8,4,100.0
0.0,,0.4,4,100.0
0.0,,0.7,4,100.0
0.0,,0.0,4,100.0
0.0,,1.3,4,100.0
0.0,,0.6,4,100.0
0.0,,0.0,4,100.0
0.0,,0.8,4,100.0
0.0,,1.6,4,100.0
0.0,,0.9,4,100.0
0.0,,0.2,4,100.0
0.0,,1.0,4,100.0
0.0,,0.3,4,100.0
0.0,,1.0,4,100.0
0.0,,1.2,4,100.0
0.0,,0.5,4,100.0
0.0,,0.5,4,100.0
0.0,,0.9,4,100.0
0.0,,1.1,4,100.0
0.0,,0.6,4,100.0
0.0,,0.7,4,100.0
0.0,,0.4,4,100.0
0.0,,0.9,4,100.0
0.0,,0.8,4,100.0
0.0,,0.3,4,100.0
0.0,,0.5,4,100.0
0.0,,0.3,4,100.0
0.0,,0.0,4,100.0
0.0,,0.0,4,100.0
0.0,,0.6,4,100.0
0.0,,0.7,4,100.0
0.0,,0.1,4,100.0
0.0,,0.9,4,100.0
0.0,,0.8,4,100.0
0.0,,0.1,4,100.0
0.0,,0.8,4,100.0
0.0,,0.0,4,100.0
0.0,,0.4,4,100.0
0.0,,0.1,4,100.0
0.0,,0.2,4,100.0
